#Node Time X Y
0 0.0 8706.301268078949 1609.4543353470428
0 2.0 8647.830636558365 1647.9405049354048
0 4.0 8589.36000503778 1686.4266745237667
0 6.0 8530.889373517199 1724.9128441121288
0 8.0 8472.418741996615 1763.3990137004907
0 10.0 8413.94811047603 1801.8851832888527
0 12.0 8355.477478955449 1840.371352877215
0 14.0 8297.006847434865 1878.857522465577
0 16.0 8249.814493816757 1920.373494897499
0 18.0 8281.127733551622 1982.979253556802
0 20.0 8312.440973286488 2045.5850122161046
0 22.0 8343.754213021353 2108.1907708754075
0 24.0 8375.067452756219 2170.7965295347103
0 26.0 8406.380692491084 2233.402288194013
0 28.0 8437.69393222595 2296.008046853316
0 30.0 8469.007171960813 2358.613805512619
0 32.0 8500.320411695679 2421.219564171922
0 34.0 8531.633651430544 2483.825322831224
0 36.0 8562.94689116541 2546.4310814905275
0 38.0 8594.260130900275 2609.03684014983
0 40.0 8625.57337063514 2671.642598809133
0 42.0 8656.886610370006 2734.2483574684356
0 44.0 8688.199850104871 2796.854116127738
0 46.0 8719.513089839735 2859.4598747870414
0 48.0 8750.8263295746 2922.065633446344
0 50.0 8782.139569309466 2984.6713921056466
0 52.0 8813.452809044331 3047.2771507649495
0 54.0 8844.766048779195 3109.8829094242524
0 56.0 8876.079288514062 3172.4886680835552
0 58.0 8907.392528248925 3235.094426742858
0 60.0 8938.70576798379 3297.7001854021605
0 62.0 8970.019007718656 3360.3059440614634
0 64.0 9001.332247453522 3422.9117027207662
0 66.0 9032.645487188387 3485.517461380069
0 68.0 9063.95872692325 3548.1232200393715
0 70.0 9095.271966658116 3610.7289786986744
0 72.0 9126.585206392981 3673.3347373579772
0 74.0 9157.898446127847 3735.9404960172806
0 76.0 9195.578671005349 3792.5878078132487
0 78.0 9277.578068616003 3807.7596913112943
0 80.0 9359.577466226656 3822.9315748093404
0 82.0 9441.57686383731 3838.103458307386
0 84.0 9523.576261447964 3853.2753418054326
0 86.0 9605.575659058617 3868.4472253034783
0 88.0 9687.57505666927 3883.619108801524
0 90.0 9769.574454279922 3898.79099229957
0 92.0 9851.573851890576 3913.962875797616
0 94.0 9933.573249501229 3929.1347592956618
0 96.0 9985.809151651352 3944.050976405119
0 98.0 9911.08575955154 3957.876621867786
0 100.0 9836.36236745173 3971.7022673304527
0 102.0 9761.638975351918 3985.52791279312
0 104.0 9686.915583252106 3999.353558255787
0 106.0 9612.192191152295 4013.179203718453
0 108.0 9537.468799052484 4027.0048491811203
0 110.0 9462.745406952672 4040.830494643787
0 112.0 9388.02201485286 4054.656140106454
0 114.0 9313.29862275305 4068.481785569121
0 116.0 9238.575230653238 4082.307431031788
0 118.0 9163.851838553426 4096.133076494454
0 120.0 9089.128446453615 4109.958721957121
0 122.0 9014.405054353803 4123.784367419788
0 124.0 8939.681662253992 4137.610012882455
0 126.0 8864.95827015418 4151.435658345122
0 128.0 8790.234878054369 4165.261303807789
0 130.0 8715.511485954557 4179.086949270456
0 132.0 8640.788093854746 4192.912594733123
0 134.0 8566.064701754935 4206.738240195789
0 136.0 8491.341309655121 4220.5638856584565
0 138.0 8416.61791755531 4234.389531121124
0 140.0 8341.8945254555 4248.21517658379
0 142.0 8267.171133355689 4262.040822046457
0 144.0 8192.447741255875 4275.866467509124
0 146.0 8117.724349156064 4289.69211297179
0 148.0 8043.000957056252 4303.517758434457
0 150.0 7968.277564956442 4317.3434038971245
0 152.0 7893.5541728566295 4331.169049359792
0 154.0 7818.830780756818 4344.994694822459
0 156.0 7766.795406739857 4366.418375202608
0 158.0 7811.538140238802 4420.2522660061
0 160.0 7856.280873737747 4474.086156809593
1 0.0 2740.619436734873 7458.595148482858
1 2.0 2730.43531477988 7543.868651925625
1 4.0 2720.2511928248878 7629.142155368392
1 6.0 2710.067070869895 7714.41565881116
1 8.0 2699.8829489149025 7799.689162253926
1 10.0 2689.69882695991 7884.962665696694
1 12.0 2679.5147050049172 7970.23616913946
1 14.0 2669.330583049925 8055.509672582229
1 16.0 2659.1464610949324 8140.783176024996
