#Node Time X Y
0 0.0 5177.283765011793 6822.832761957262
0 2.0 5189.867029710642 6860.231635588272
0 4.0 5202.450294409492 6897.630509219281
0 6.0 5215.03355910834 6935.029382850289
0 8.0 5227.6168238071905 6972.428256481299
0 10.0 5240.20008850604 7009.8271301123095
0 12.0 5252.783353204889 7047.226003743318
0 14.0 5265.366617903739 7084.624877374328
0 16.0 5277.949882602588 7122.023751005337
0 18.0 5290.533147301438 7159.422624636347
0 20.0 5303.116412000287 7196.821498267356
0 22.0 5315.699676699136 7234.220371898364
0 24.0 5328.282941397985 7271.619245529375
0 26.0 5340.866206096835 7309.018119160384
0 28.0 5353.449470795685 7346.416992791394
0 30.0 5366.032735494534 7383.815866422403
0 32.0 5378.616000193384 7421.214740053412
0 34.0 5391.199264892233 7458.613613684422
0 36.0 5403.7825295910825 7496.012487315431
0 38.0 5416.365794289932 7533.41136094644
0 40.0 5428.949058988781 7570.81023457745
0 42.0 5441.53232368763 7608.209108208459
0 44.0 5454.115588386479 7645.607981839468
0 46.0 5466.698853085329 7683.006855470478
0 48.0 5479.282117784179 7720.405729101487
0 50.0 5491.865382483028 7757.804602732496
0 52.0 5504.448647181878 7795.2034763635065
0 54.0 5517.031911880727 7832.602349994515
0 56.0 5529.615176579577 7870.001223625524
0 58.0 5542.198441278426 7907.400097256534
0 60.0 5537.439355066497 7912.71179151656
0 62.0 5514.162197393857 7883.760963721675
0 64.0 5490.885039721217 7854.810135926791
0 66.0 5467.607882048576 7825.859308131907
0 68.0 5444.330724375936 7796.9084803370215
0 70.0 5421.053566703296 7767.957652542138
0 72.0 5397.776409030656 7739.006824747254
0 74.0 5374.4992513580155 7710.055996952369
0 76.0 5351.2220936853755 7681.105169157484
0 78.0 5327.944936012736 7652.1543413626005
0 80.0 5304.667778340095 7623.203513567716
0 82.0 5281.390620667455 7594.252685772831
0 84.0 5258.113462994816 7565.301857977947
0 86.0 5234.836305322175 7536.351030183063
0 88.0 5211.559147649535 7507.4002023881785
0 90.0 5188.281989976895 7478.449374593294
0 92.0 5165.004832304254 7449.498546798409
0 94.0 5141.727674631615 7420.547719003525
0 96.0 5118.450516958974 7391.596891208641
0 98.0 5095.173359286334 7362.646063413757
0 100.0 5071.896201613694 7333.695235618872
0 102.0 5048.619043941053 7304.744407823988
0 104.0 5025.341886268413 7275.793580029103
0 106.0 5002.064728595774 7246.842752234219
0 108.0 4978.787570923133 7217.891924439335
0 110.0 4955.510413250493 7188.94109664445
0 112.0 4932.233255577852 7159.990268849566
0 114.0 4908.956097905213 7131.039441054681
0 116.0 4885.678940232572 7102.088613259797
0 118.0 4862.401782559932 7073.137785464913
0 120.0 4839.124624887292 7044.186957670028
0 122.0 4815.847467214652 7015.236129875144
